,latitude,longitude,surface,azim,kWp,tilt
9285,,,24,0.0,2.8,20.0
9286,,,18,0.0,2.996,20.0
9287,,,19,15.0,2.94,45.0
9288,,,17,5.0,2.88,25.0
9289,,,18,5.0,2.94,40.0
9290,,,17,10.0,2.88,15.0
9291,,,18,55.0,2.996,50.0
9292,,,60,0.0,9.0,20.0
9293,,,21,0.0,2.94,20.0
9294,,,21,-15.0,3.0,45.0
9295,,,59,0.0,9.0,20.0
9296,,,16,-10.0,2.34,40.0
9297,,,21,-10.0,2.87,45.0
9298,,,21,20.0,2.8,40.0
9299,,,18,10.0,2.94,25.0
9300,,,23,45.0,2.94,30.0
9301,,,16,80.0,2.16,40.0
9302,,,17,60.0,2.88,50.0
9303,,,16,75.0,2.1,40.0
9304,,,20,0.0,3.0,45.0
9305,,,83,0.0,12.0,35.0
9306,,,38,-80.0,6.0,25.0
9307,,,21,-45.0,2.97,25.0
9308,,,18,-10.0,2.94,20.0
9309,,,20,30.0,2.96,35.0
9310,,,16,-30.0,3.0,15.0
9311,,,32,-20.0,2.96,20.0
9312,,,60,0.0,9.0,45.0
9313,,,51,65.0,8.28,45.0
9314,,,40,0.0,6.6,20.0
9315,,,21,10.0,2.25,20.0
9316,,,15,90.0,2.22,30.0
9317,,,25,0.0,3.0,15.0
9318,,,21,-30.0,2.96,45.0
9319,,,16,-45.0,3.0,30.0
9320,,,16,0.0,3.0,30.0
9321,,,270,0.0,35.64,30.0
9322,,,18,-65.0,3.0,25.0
9323,,,16,0.0,2.04,35.0
9324,,,29,-30.0,2.992,20.0
9325,,,18,25.0,2.94,20.0
9326,,,24,-20.0,2.96,35.0
9327,,,15,-10.0,2.52,25.0
9328,,,22,-60.0,3.0,15.0
9329,,,25,-20.0,3.0,30.0
9330,,,37,10.0,5.25,20.0
9331,,,21,70.0,2.52,55.0
9332,,,18,5.0,2.94,45.0
9333,,,24,20.0,2.88,35.0
9334,,,18,-40.0,2.94,40.0
9335,,,20,-90.0,2.775,30.0
9336,,,18,5.0,3.0,45.0
9337,,,21,65.0,2.88,30.0
9338,,,18,-50.0,2.59,15.0
9339,,,17,-105.0,2.1,35.0
9340,,,22,-20.0,2.88,15.0
9341,,,23,85.0,2.996,45.0
9342,,,19,-5.0,2.996,45.0
9343,,,17,-20.0,2.88,20.0
9344,,,22,45.0,2.96,20.0
9345,,,18,60.0,2.996,15.0
9346,,,20,40.0,2.96,15.0
9347,,,20,20.0,2.94,45.0
9348,,,21,0.0,2.56,20.0
9349,,,22,0.0,2.72,30.0
9350,,,20,-20.0,3.0,45.0
9351,,,22,-45.0,3.0,45.0
9352,,,35,0.0,6.0,35.0
9353,,,15,10.0,2.05,45.0
9354,,,51,-45.0,8.25,15.0
9355,,,14,-10.0,1.98,35.0
9356,,,22,15.0,3.2,45.0
9357,,,30,45.0,2.88,35.0
9358,,,15,-45.0,1.92,45.0
9359,,,18,-10.0,2.996,20.0
9360,,,22,-45.0,2.73,15.0
9361,,,22,-60.0,2.96,25.0
9362,,,21,-5.0,2.99,15.0
9363,,,28,55.0,2.88,20.0
9364,,,23,-20.0,2.52,20.0
9365,,,33,20.0,5.0,50.0
9366,,,20,30.0,2.96,25.0
9367,,,26,20.0,2.96,40.0
9368,,,23,45.0,2.96,30.0
9369,,,30,20.0,3.0,45.0
9370,,,19,0.0,3.6,40.0
9371,,,13,0.0,2.0,20.0
9372,,,25,-30.0,2.996,30.0
9373,,,21,-45.0,2.96,35.0
9374,,,24,45.0,2.96,45.0
9375,,,22,5.0,3.12,25.0
9376,,,20,-20.0,2.996,20.0
9377,,,18,-40.0,2.94,20.0
9378,,,20,-30.0,2.96,35.0
9379,,,20,40.0,2.96,10.0
9380,,,280,-10.0,34.24,20.0
9381,,,290,10.0,40.71,30.0
9382,,,15,-5.0,2.22,45.0
9383,,,17,45.0,2.94,20.0
9384,,,16,-30.0,1.8,30.0
9385,,,59,0.0,7.67,20.0
9386,,,16,-40.0,3.0,40.0
9387,,,22,-15.0,3.0,40.0
9388,,,21,20.0,3.01,20.0
9389,,,21,10.0,2.94,15.0
9390,,,17,5.0,2.25,45.0
9391,,,22,40.0,2.925,15.0
9392,,,23,0.0,3.01,30.0
9393,,,22,45.0,2.96,35.0
9394,,,21,-5.0,2.4,20.0
9395,,,17,-30.0,2.925,15.0
9396,,,18,15.0,3.0,20.0
9397,,,17,90.0,3.0,45.0
9398,,,16,5.0,2.04,45.0
9399,,,22,-10.0,2.975,45.0
9400,,,21,-5.0,2.94,20.0
9401,,,15,15.0,1.95,20.0
9402,,,16,0.0,2.96,30.0
9403,,,100,0.0,13.68,20.0
9404,,,23,70.0,2.96,30.0
9405,,,22,45.0,2.96,15.0
9406,,,24,90.0,3.0,45.0
9407,,,24,-20.0,3.0,10.0
9408,,,22,0.0,2.96,20.0
9409,,,20,-40.0,2.5,30.0
9410,,,22,-25.0,2.96,30.0
9411,,,16,45.0,2.22,50.0
9412,,,20,-90.0,2.28,30.0
9413,,,40,45.0,5.75,45.0
9414,,,20,-45.0,2.82,35.0
9415,,,20,0.0,2.22,35.0
9416,,,18,0.0,2.15,20.0
9417,,,16,15.0,2.1,45.0
9418,,,20,0.0,3.2,30.0
9419,,,24,-10.0,2.88,20.0
9420,,,276,0.0,36.96,15.0
9421,,,23,-20.0,2.996,45.0
9422,,,21,0.0,2.8,45.0
9423,,,2,0.0,0.3,60.0
9424,,,20,5.0,2.86,40.0
9425,,,20,0.0,3.0,40.0
9426,,,30,-5.0,2.97,45.0
9427,,,18,50.0,3.0,35.0
9428,,,20,0.0,2.96,30.0
9429,,,24,-45.0,3.0,35.0
9430,,,18,45.0,2.996,20.0
9431,,,17,45.0,2.88,20.0
9432,,,20,0.0,2.0,30.0
9433,,,5,0.0,0.5,30.0
9434,,,17,0.0,2.82,45.0
9435,,,26,60.0,2.97,15.0
9436,,,20,30.0,2.82,30.0
9437,,,20,-170.0,3.68,10.0
9438,,,22,-45.0,2.96,20.0
9439,,,16,0.0,3.0,35.0
9440,,,74,15.0,7.8,40.0
9441,,,22,-90.0,3.0,15.0
9442,,,23,15.0,2.992,45.0
9443,,,15,25.0,2.28,20.0
9444,,,24,5.0,2.97,20.0
9445,,,580,0.0,75.24,25.0
9446,,,13,10.0,2.4,20.0
9447,,,20,-45.0,2.96,35.0
9448,,,23,-30.0,2.4,30.0
9449,,,21,45.0,2.96,15.0
9450,,,16,45.0,2.16,20.0
9451,,,250,-45.0,36.0,15.0
9452,,,33,-155.0,5.0,15.0
9453,,,21,-70.0,2.94,40.0
9454,,,61,20.0,8.46,20.0
9455,,,174,50.0,22.96,10.0
9456,,,24,-30.0,2.96,30.0
9457,,,21,-45.0,2.73,10.0
9458,,,16,30.0,3.0,20.0
9459,,,18,-60.0,2.52,35.0
9460,,,20,-45.0,2.52,30.0
9461,,,9,45.0,1.5,20.0
9462,,,22,-40.0,2.775,20.0
9463,,,18,35.0,2.52,15.0
9464,,,21,0.0,2.88,45.0
9465,,,22,45.0,3.04,45.0
9466,,,20,-40.0,2.88,10.0
9467,,,23,10.0,2.97,40.0
9468,,,10,140.0,1.68,40.0
9469,,,21,0.0,2.88,45.0
9470,,,18,15.0,3.0,30.0
9471,,,24,20.0,3.0,25.0
9472,,,18,0.0,2.996,35.0
9473,,,24,90.0,3.0,30.0
9474,,,25,-60.0,3.12,55.0
9475,,,21,55.0,2.8,25.0
9476,,,25,5.0,2.97,20.0
9477,,,17,15.0,1.98,45.0
9478,,,42,90.0,6.0,15.0
9479,,,17,-45.0,2.76,15.0
9480,,,23,-20.0,3.0,25.0
9481,,,23,45.0,2.94,20.0
9482,,,25,0.0,3.0,45.0
9483,,,13,-5.0,2.0,20.0
9484,,,68,-5.0,9.01,20.0
9485,,,21,0.0,2.8,35.0
9486,,,14,0.0,2.31,30.0
9487,,,29,-120.0,4.5,35.0
9488,,,6,-45.0,0.96,30.0
9489,,,20,5.0,3.0,20.0
9490,,,1320,-5.0,179.17,15.0
9491,,,15,40.0,2.94,30.0
9492,,,21,-10.0,2.96,35.0
9493,,,23,-20.0,2.94,20.0
9494,,,18,-100.0,2.22,30.0
9495,,,23,0.0,2.96,15.0
9496,,,22,45.0,3.0,35.0
9497,,,24,0.0,2.996,35.0
9498,,,20,10.0,2.996,20.0
9499,,,20,20.0,2.88,30.0
9500,,,65,10.0,10.29,15.0
9501,,,27,0.0,2.72,45.0
9502,,,312,45.0,39.71,40.0
9503,,,30,20.0,2.925,30.0
9504,,,21,0.0,2.59,30.0
9505,,,17,10.0,3.0,20.0
9506,,,22,5.0,2.88,20.0
9507,,,17,0.0,3.0,20.0
9508,,,16,5.0,1.75,20.0
9509,,,24,0.0,2.97,35.0
9510,,,20,-10.0,2.96,40.0
9511,,,23,-20.0,2.99,45.0
9512,,,19,-60.0,3.0,20.0
9513,,,21,30.0,3.0,30.0
9514,,,20,10.0,2.94,30.0
9515,,,16,30.0,2.1,30.0
9516,,,20,45.0,2.7,30.0
9517,,,23,-80.0,3.0,20.0
9518,,,21,0.0,2.96,30.0
9519,,,6,15.0,1.0,35.0
9520,,,21,-30.0,2.96,35.0
9521,,,24,-5.0,2.625,20.0
9522,,,16,-80.0,2.1,35.0
9523,,,18,-45.0,3.5,15.0
9524,,,21,60.0,2.925,45.0
9525,,,23,45.0,3.0,45.0
9526,,,16,105.0,2.1,20.0
9527,,,26,0.0,3.92,15.0
9528,,,25,-80.0,2.96,15.0
9529,,,21,-10.0,2.8,35.0
9530,,,21,0.0,2.94,40.0
9531,,,21,30.0,3.01,30.0
9532,,,8,0.0,1.5,30.0
9533,,,12,-70.0,2.22,45.0
9534,,,39,0.0,6.0,45.0
9535,,,22,15.0,2.996,45.0
9536,,,17,-45.0,2.88,15.0
9537,,,23,20.0,3.01,20.0
9538,,,20,-20.0,2.94,25.0
9539,,,24,-20.0,2.72,30.0
9540,,,20,5.0,2.96,40.0
9541,,,20,40.0,2.992,20.0
9542,,,20,-40.0,2.97,20.0
9543,,,20,-10.0,2.992,25.0
9544,,,20,35.0,2.96,30.0
9545,,,17,35.0,3.0,35.0
9546,,,22,40.0,2.805,15.0
9547,,,17,-20.0,2.76,40.0
9548,,,20,75.0,2.96,30.0
9549,,,23,70.0,3.0,15.0
9550,,,261,-20.0,39.0,15.0
9551,,,16,0.0,2.16,15.0
9552,,,21,15.0,2.96,40.0
9553,,,20,-15.0,2.94,20.0
9554,,,25,0.0,2.97,40.0
9555,,,22,-170.0,2.96,35.0
9556,,,17,30.0,3.0,20.0
9557,,,250,0.0,36.0,20.0
9558,,,20,40.0,2.82,30.0
9559,,,23,0.0,2.96,40.0
9560,,,22,0.0,2.8,20.0
9561,,,27,90.0,2.8,30.0
9562,,,23,30.0,2.97,30.0
9563,,,23,-75.0,2.996,20.0
9564,,,23,20.0,3.0,20.0
9565,,,17,-30.0,2.996,20.0
9566,,,20,5.0,2.7,20.0
9567,,,700,10.0,99.75,20.0
9568,,,26,-15.0,3.0,45.0
9569,,,23,-10.0,2.86,35.0
9570,,,24,90.0,2.96,20.0
9571,,,23,5.0,2.996,15.0
9572,,,24,-5.0,2.996,20.0
9573,,,23,90.0,2.87,30.0
9574,,,21,0.0,2.925,35.0
9575,,,18,5.0,2.996,45.0
9576,,,18,90.0,2.996,20.0
9577,,,20,-40.0,2.94,45.0
9578,,,22,-5.0,2.88,20.0
9579,,,23,95.0,3.0,30.0
9580,,,21,95.0,2.88,15.0
9581,,,20,-35.0,2.88,45.0
9582,,,16,-45.0,2.0,45.0
9583,,,17,-15.0,2.1,45.0
9584,,,18,30.0,2.94,30.0
9585,,,20,-90.0,2.59,30.0
9586,,,30,-20.0,4.5,30.0
9587,,,27,-125.0,4.5,25.0
9588,,,18,50.0,2.94,20.0
9589,,,24,-20.0,2.94,20.0
9590,,,18,20.0,2.94,20.0
9591,,,24,-30.0,2.94,45.0
9592,,,17,-40.0,3.0,20.0
9593,,,20,-90.0,2.94,30.0
9594,,,18,0.0,2.94,20.0
9595,,,15,-90.0,2.5,15.0
9596,,,30,-40.0,5.886,20.0
9597,,,18,-20.0,2.59,30.0
9598,,,50,-45.0,5.55,30.0
9599,,,23,-45.0,2.96,30.0
9600,,,22,45.0,2.8,25.0
9601,,,26,0.0,3.0,35.0
9602,,,21,-15.0,2.992,15.0
9603,,,24,30.0,2.94,20.0
9604,,,24,0.0,3.36,30.0
9605,,,25,25.0,3.1,30.0
9606,,,21,-15.0,2.88,20.0
9607,,,17,0.0,2.22,20.0
9608,,,23,90.0,2.96,25.0
9609,,,21,-30.0,2.8,20.0
9610,,,18,5.0,3.0,20.0
9611,,,12,-10.0,1.5,35.0
9612,,,20,30.0,3.0,20.0
9613,,,43,-20.0,6.02,15.0
9614,,,20,20.0,2.64,25.0
9615,,,22,-140.0,2.96,15.0
9616,,,18,-80.0,2.996,20.0
9617,,,24,0.0,3.0,30.0
9618,,,22,-5.0,3.0,45.0
9619,,,25,-90.0,3.0,20.0
9620,,,16,0.0,2.88,15.0
9621,,,24,-25.0,2.996,30.0
9622,,,20,30.0,2.96,20.0
9623,,,22,-20.0,2.982,45.0
9624,,,45,60.0,6.75,30.0
9625,,,21,60.0,2.96,20.0
9626,,,21,-5.0,2.94,25.0
9627,,,17,-15.0,2.996,20.0
9628,,,23,-40.0,2.94,20.0
9629,,,12,-5.0,1.85,30.0
9630,,,20,25.0,2.88,25.0
9631,,,15,-45.0,2.16,45.0
9632,,,15,-55.0,2.5,55.0
9633,,,25,45.0,2.56,20.0
9634,,,15,-30.0,2.05,20.0
9635,,,20,5.0,2.96,30.0
9636,,,24,-15.0,3.0,45.0
9637,,,20,-40.0,2.88,40.0
9638,,,22,15.0,3.04,45.0
9639,,,10,-25.0,1.1,25.0
9640,,,22,30.0,2.925,35.0
9641,,,20,45.0,3.0,45.0
9642,,,20,90.0,3.48,40.0
9643,,,16,-90.0,2.46,20.0
9644,,,18,45.0,2.94,20.0
9645,,,20,0.0,3.0,35.0
9646,,,23,-30.0,2.96,35.0
9647,,,21,-90.0,2.88,35.0
9648,,,18,30.0,2.996,20.0
9649,,,16,-25.0,3.0,45.0
9650,,,22,-40.0,3.0,20.0
9651,,,24,-5.0,2.96,20.0
9652,,,16,10.0,3.0,45.0
9653,,,20,80.0,3.0,35.0
9654,,,22,-20.0,2.24,20.0
9655,,,21,-75.0,2.96,15.0
9656,,,21,30.0,2.982,35.0
9657,,,23,0.0,3.0,45.0
9658,,,39,55.0,5.88,20.0
9659,,,22,-10.0,2.97,35.0
9660,,,24,-5.0,2.97,40.0
9661,,,25,0.0,2.88,30.0
9662,,,19,45.0,2.64,40.0
9663,,,12,0.0,1.926,20.0
9664,,,24,-50.0,3.0,20.0
9665,,,15,45.0,2.22,45.0
9666,,,21,-5.0,2.8,40.0
9667,,,20,60.0,2.925,20.0
9668,,,27,35.0,3.0,45.0
9669,,,27,45.0,4.0,15.0
9670,,,21,-55.0,2.94,20.0
9671,,,25,5.0,3.0,20.0
9672,,,18,-10.0,2.94,45.0
9673,,,20,-10.0,2.96,20.0
9674,,,20,0.0,2.96,40.0
9675,,,34,50.0,5.25,30.0
9676,,,18,55.0,2.38,45.0
9677,,,21,0.0,3.0,20.0
9678,,,22,-45.0,2.96,20.0
9679,,,24,20.0,3.06,15.0
9680,,,18,-25.0,2.996,25.0
9681,,,18,-15.0,2.52,30.0
9682,,,18,10.0,2.88,30.0
9683,,,21,-5.0,2.8,45.0
9684,,,18,-45.0,2.08,15.0
9685,,,20,-40.0,3.0,20.0
9686,,,21,-5.0,2.96,20.0
9687,,,17,40.0,3.0,20.0
9688,,,20,0.0,2.21,20.0
9689,,,22,-25.0,2.88,20.0
9690,,,18,0.0,2.94,20.0
9691,,,21,0.0,2.94,25.0
9692,,,21,-45.0,2.96,20.0
9693,,,36,0.0,4.2,30.0
9694,,,18,0.0,2.4,45.0
9695,,,18,0.0,1.8,20.0
9696,,,21,20.0,2.94,25.0
9697,,,18,-10.0,2.94,30.0
9698,,,21,-90.0,2.72,15.0
9699,,,21,5.0,2.96,35.0
9700,,,21,-5.0,2.96,45.0
9701,,,23,75.0,2.94,20.0
9702,,,96,-45.0,13.32,15.0
9703,,,23,-60.0,2.977,30.0
9704,,,18,-90.0,2.996,20.0
9705,,,20,30.0,3.0,25.0
9706,,,20,60.0,2.96,35.0
9707,,,20,80.0,2.4,50.0
9708,,,25,-30.0,2.975,45.0
9709,,,19,-40.0,2.6,40.0
9710,,,18,-5.0,2.59,20.0
9711,,,10,170.0,1.48,45.0
9712,,,19,0.0,2.31,30.0
9713,,,20,-20.0,2.88,45.0
9714,,,24,-60.0,2.97,45.0
9715,,,19,90.0,2.775,25.0
9716,,,22,-30.0,2.96,20.0
9717,,,25,35.0,3.0,20.0
9718,,,21,-15.0,2.96,30.0
9719,,,40,40.0,6.0,40.0
9720,,,15,45.0,2.1,30.0
9721,,,17,-45.0,2.28,20.0
9722,,,23,70.0,2.996,30.0
9723,,,16,-60.0,2.08,30.0
9724,,,21,60.0,2.96,45.0
9725,,,20,30.0,3.0,35.0
9726,,,20,15.0,3.0,10.0
9727,,,23,60.0,2.96,20.0
9728,,,165,180.0,18.24,20.0
9729,,,24,-30.0,2.94,20.0
9730,,,24,20.0,2.97,50.0
9731,,,15,0.0,2.94,35.0
9732,,,20,-5.0,2.2,20.0
9733,,,37,-20.0,5.39,30.0
9734,,,24,30.0,3.0,35.0
9735,,,23,0.0,2.94,20.0
9736,,,22,25.0,2.88,45.0
9737,,,20,45.0,3.6,20.0
9738,,,16,-45.0,3.0,15.0
9739,,,21,60.0,2.88,30.0
9740,,,22,10.0,3.0,25.0
9741,,,22,20.0,2.38,25.0
9742,,,18,-45.0,2.996,45.0
9743,,,12,-5.0,2.0,40.0
9744,,,14,45.0,2.3,45.0
9745,,,20,15.0,2.88,25.0
9746,,,72,5.0,8.0,45.0
9747,,,197,10.0,27.36,15.0
9748,,,24,0.0,2.996,45.0
9749,,,17,-50.0,3.0,15.0
9750,,,23,10.0,2.97,35.0
9751,,,16,45.0,2.5,30.0
9752,,,21,-35.0,2.96,30.0
9753,,,17,0.0,3.0,15.0
9754,,,55,-75.0,9.0,15.0
9755,,,6,30.0,0.72,40.0
9756,,,19,50.0,2.775,45.0
9757,,,22,10.0,2.96,45.0
9758,,,24,95.0,2.996,25.0
9759,,,20,20.0,2.88,25.0
9760,,,15,-90.0,2.52,30.0
9761,,,15,0.0,2.88,45.0
9762,,,12,-5.0,1.632,20.0
9763,,,22,50.0,3.0,25.0
9764,,,21,-10.0,2.52,30.0
9765,,,20,45.0,2.96,15.0
9766,,,16,0.0,3.0,15.0
9767,,,23,45.0,2.96,30.0
9768,,,24,-25.0,2.94,35.0
9769,,,22,0.0,2.72,20.0
9770,,,33,-15.0,6.0,15.0
9771,,,20,25.0,2.88,45.0
9772,,,21,0.0,2.8,20.0
9773,,,48,-35.0,6.0,40.0
9774,,,20,45.0,3.0,15.0
9775,,,13,0.0,2.15,40.0
9776,,,16,-80.0,3.12,25.0
9777,,,51,20.0,7.75,15.0
9778,,,18,40.0,2.996,30.0
9779,,,18,0.0,2.59,30.0
9780,,,25,-20.0,3.0,25.0
9781,,,22,45.0,2.94,40.0
9782,,,23,45.0,2.996,15.0
9783,,,18,45.0,3.01,45.0
9784,,,20,-20.0,2.45,35.0
9785,,,42,-125.0,4.56,40.0
9786,,,16,-45.0,3.0,45.0
9787,,,20,-20.0,2.07,35.0
9788,,,16,45.0,2.2,45.0
9789,,,17,35.0,2.88,40.0
9790,,,22,-30.0,3.0,20.0
9791,,,24,25.0,3.0,35.0
9792,,,220,0.0,30.375,25.0
9793,,,25,-45.0,2.97,30.0
9794,,,26,45.0,3.04,20.0
9795,,,23,-20.0,3.01,45.0
9796,,,30,-70.0,3.01,25.0
9797,,,23,45.0,2.94,20.0
9798,,,20,15.0,2.88,20.0
9799,,,22,30.0,2.96,15.0
9800,,,20,25.0,2.8,35.0
9801,,,16,-45.0,2.1,25.0
9802,,,12,10.0,1.6,30.0
9803,,,20,0.0,2.0,35.0
9804,,,18,-10.0,1.7,45.0
9805,,,20,0.0,2.88,45.0
9806,,,23,-45.0,2.88,15.0
9807,,,25,15.0,2.96,15.0
9808,,,21,5.0,2.76,20.0
9809,,,17,10.0,2.996,25.0
9810,,,21,-15.0,2.87,40.0
9811,,,20,45.0,3.0,20.0
9812,,,22,45.0,3.25,20.0
9813,,,22,0.0,2.925,15.0
9814,,,14,-25.0,2.4,20.0
9815,,,23,0.0,2.79,20.0
9816,,,23,0.0,3.0,20.0
9817,,,21,120.0,2.88,30.0
9818,,,19,0.0,2.72,30.0
9819,,,23,-10.0,2.94,30.0
9820,,,23,0.0,2.996,45.0
9821,,,22,20.0,2.8,45.0
9822,,,20,35.0,2.96,45.0
9823,,,20,35.0,2.94,20.0
9824,,,24,15.0,2.4,30.0
9825,,,24,70.0,2.94,15.0
9826,,,24,-60.0,3.0,20.0
9827,,,22,0.0,2.96,20.0
9828,,,18,60.0,2.996,20.0
9829,,,20,90.0,2.1,25.0
9830,,,23,-75.0,2.94,15.0
9831,,,21,50.0,2.96,20.0
9832,,,20,15.0,2.52,35.0
9833,,,7,35.0,1.2,20.0
9834,,,24,20.0,2.996,20.0
9835,,,28,0.0,4.5,35.0
9836,,,23,0.0,3.0,20.0
9837,,,22,-45.0,2.7,25.0
9838,,,22,-60.0,2.97,45.0
9839,,,21,-40.0,2.96,30.0
9840,,,20,30.0,2.85,30.0
9841,,,20,0.0,3.0,30.0
9842,,,16,0.0,2.88,30.0
9843,,,20,50.0,3.18,30.0
9844,,,19,-85.0,3.0,15.0
9845,,,16,0.0,2.1,20.0
9846,,,17,-25.0,2.996,25.0
9847,,,19,75.0,2.94,40.0
9848,,,16,-165.0,2.0,30.0
9849,,,20,-40.0,3.0,20.0
9850,,,24,-40.0,3.01,20.0
9851,,,71,-15.0,8.88,45.0
9852,,,39,45.0,6.0,25.0
9853,,,23,90.0,2.8,35.0
9854,,,20,90.0,2.94,20.0
9855,,,18,60.0,2.996,30.0
9856,,,22,-50.0,3.33,30.0
9857,,,108,-10.0,14.58,20.0
9858,,,22,20.0,2.8,15.0
9859,,,24,90.0,2.43,20.0
9860,,,23,80.0,2.996,20.0
9861,,,42,0.0,6.0,35.0
9862,,,20,5.0,2.96,20.0
9863,,,23,-15.0,3.0,45.0
9864,,,24,25.0,2.916,20.0
9865,,,23,0.0,3.0,20.0
9866,,,25,170.0,3.0,20.0
9867,,,80,15.0,11.0,45.0
9868,,,23,-20.0,2.97,60.0
9869,,,18,-10.0,2.94,30.0
9870,,,21,-10.0,2.94,20.0
9871,,,16,-20.0,2.16,30.0
9872,,,21,-20.0,2.475,25.0
9873,,,23,0.0,3.22,20.0
9874,,,23,-20.0,2.7,20.0
9875,,,24,0.0,3.0,30.0
9876,,,16,-55.0,3.0,25.0
9877,,,23,-10.0,2.8,15.0
9878,,,21,20.0,2.94,40.0
9879,,,18,45.0,3.15,15.0
9880,,,24,-15.0,2.94,20.0
9881,,,18,0.0,2.1,45.0
9882,,,22,0.0,2.94,40.0
9883,,,26,-15.0,2.28,35.0
9884,,,20,-60.0,2.6,45.0
9885,,,16,45.0,3.0,20.0
9886,,,18,45.0,2.45,45.0
9887,,,25,30.0,2.625,20.0
9888,,,17,0.0,2.996,20.0
9889,,,24,15.0,2.996,35.0
9890,,,21,0.0,2.992,20.0
9891,,,13,-25.0,2.12,20.0
9892,,,23,20.0,2.996,50.0
9893,,,24,-45.0,2.88,30.0
9894,,,23,-45.0,2.94,20.0
9895,,,23,-40.0,2.94,25.0
9896,,,22,5.0,2.992,30.0
9897,,,21,-20.0,2.88,30.0
9898,,,22,-40.0,2.86,40.0
9899,,,21,80.0,2.94,45.0
9900,,,18,0.0,2.996,30.0
9901,,,18,5.0,2.1,45.0
9902,,,19,-20.0,2.45,20.0
9903,,,20,-30.0,2.82,45.0
9904,,,22,-20.0,3.04,20.0
9905,,,18,5.0,3.01,40.0
9906,,,18,-85.0,2.46,10.0
9907,,,20,45.0,2.96,15.0
9908,,,21,-90.0,2.88,15.0
9909,,,24,0.0,2.94,45.0
9910,,,24,45.0,2.8,20.0
9911,,,21,-45.0,3.6,30.0
9912,,,20,-90.0,2.55,30.0
9913,,,21,65.0,2.925,35.0
9914,,,21,15.0,2.8,45.0
9915,,,24,-20.0,3.0,30.0
9916,,,21,0.0,2.94,20.0
9917,,,22,70.0,2.45,20.0
9918,,,18,-30.0,2.94,20.0
9919,,,30,-5.0,3.5,25.0
9920,,,23,0.0,2.925,20.0
9921,,,18,45.0,3.0,45.0
9922,,,20,0.0,2.82,25.0
9923,,,15,15.0,1.86,50.0
9924,,,17,5.0,3.0,30.0
9925,,,18,10.0,2.996,15.0
9926,,,22,-20.0,3.0,30.0
9927,,,18,0.0,2.52,15.0
9928,,,24,-45.0,3.0,20.0
9929,,,21,0.0,2.94,30.0
9930,,,18,0.0,2.94,35.0
9931,,,25,0.0,2.88,35.0
9932,,,18,-40.0,2.94,25.0
9933,,,19,-45.0,2.94,25.0
9934,,,21,10.0,2.94,20.0
9935,,,18,-5.0,2.94,15.0
9936,,,20,-30.0,2.94,20.0
9937,,,23,0.0,2.94,20.0
9938,,,20,-140.0,3.0,20.0
9939,,,20,-40.0,2.96,35.0
9940,,,898,20.0,118.8,15.0
9941,,,17,45.0,3.08,20.0
9942,,,18,10.0,2.94,35.0
9943,,,18,10.0,2.94,35.0
9944,,,22,5.0,3.0,45.0
9945,,,20,30.0,3.15,20.0
9946,,,20,-80.0,2.96,45.0
9947,,,24,20.0,2.992,30.0
9948,,,23,30.0,3.04,30.0
9949,,,60,20.0,9.0,15.0
9950,,,16,5.0,2.08,15.0
9951,,,19,-80.0,2.625,20.0
9952,,,18,0.0,2.996,25.0
9953,,,12,60.0,1.85,40.0
9954,,,20,0.0,2.4,40.0
9955,,,23,0.0,2.94,40.0
9956,,,37,-135.0,5.72,40.0
9957,,,28,35.0,3.0,25.0
9958,,,30,0.0,4.77,15.0
9959,,,22,-65.0,2.88,20.0
9960,,,21,0.0,2.96,25.0
9961,,,41,-15.0,5.88,45.0
9962,,,21,0.0,2.96,15.0
9963,,,13,5.0,2.1,35.0
9964,,,20,15.0,2.96,15.0
9965,,,24,-30.0,2.94,35.0
9966,,,9,40.0,1.23,40.0
9967,,,23,-5.0,2.97,15.0
9968,,,24,40.0,2.88,20.0
9969,,,20,-5.0,2.96,15.0
9970,,,23,45.0,3.0,20.0
9971,,,23,45.0,2.94,30.0
9972,,,18,-45.0,2.996,45.0
9973,,,21,-10.0,2.8,20.0
9974,,,250,-10.0,32.4,20.0
9975,,,24,0.0,2.904,45.0
9976,,,18,-10.0,2.94,30.0
9977,,,111,0.0,14.1,20.0
9978,,,21,45.0,2.72,30.0
9979,,,20,0.0,2.775,45.0
9980,,,20,-80.0,2.76,15.0
9981,,,20,-45.0,3.6,35.0
9982,,,22,30.0,3.055,60.0
9983,,,18,-90.0,2.94,15.0
9984,,,22,30.0,3.0,40.0
9985,,,22,30.0,2.88,15.0
9986,,,20,-70.0,2.76,20.0
9987,,,17,10.0,2.88,35.0
9988,,,19,60.0,2.7,30.0
9989,,,20,-5.0,2.73,25.0
9990,,,19,30.0,2.996,20.0
9991,,,23,5.0,2.96,30.0
9992,,,21,-10.0,2.8,45.0
9993,,,16,0.0,2.08,20.0
9994,,,18,0.0,3.5,25.0
9995,,,22,-85.0,2.73,20.0
9996,,,16,0.0,2.996,30.0
9997,,,32,75.0,5.0,15.0
9998,,,23,-25.0,2.96,30.0
9999,,,21,0.0,2.94,25.0
10000,,,18,-80.0,2.268,20.0
10001,,,600,0.0,84.0,15.0
10002,,,22,-170.0,2.94,15.0
10003,,,24,-90.0,3.0,30.0
10004,,,23,-20.0,2.97,20.0
